dedup_key,name,sku,item_number,brand,category_path,source_category,product_url,price,currency,pack_size,availability,description,specifications,image_urls,rating,variants,alternatives,extraction_tier,scraped_at
PFPAJ,ActCel,PFPAJ,PFPAJ,Coreva Health Sciences,Surgical medicaments and packing > Coreva Health Sciences,Sutures & surgical products,https://www.safcodental.com/product/actcel,108.29,USD,,in_stock,Hemostatic non-resorbable gauze. For&nbsp;external use. Absorbs exudates such as blood or other bodily fluids. Easy to cut to any size or shape. Dispensed in individual&nbsp;sterile pouches.,{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfpaj.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",,"[{""sku"": ""5140022"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}]",[],mixed,2026-06-27T05:42:18.838799+00:00
PFSGL,Barricaid,PFSGL,PFSGL,Dentsply Sirona,Periodontal dressings > Dentsply Sirona,Sutures & surgical products,https://www.safcodental.com/product/barricaid-reg,171.99,USD,,in_stock,"Visible light cured periodontal dressing in a convenient syringe delivery system for direct placement onto the surgical site. Forms a firm, elastic covering. Translucent pink for superior esthetics. Tasteless.",{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfsgl.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",,"[{""sku"": ""2545052"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}]",[],mixed,2026-06-27T05:42:18.843626+00:00
PFSJP,Coe-Pak,PFSJP,PFSJP,GC America,Periodontal dressings > GC America,Sutures & surgical products,https://www.safcodental.com/product/coe-pak-trade,125.49,USD,,in_stock,"Non-eugenol surgical dressing and periodontal pack that has no burning sensation, no unpleasant taste, no disagreeable odor and offers proven protection to surgical sites. Extremely plastic and cohesive; ropes of any length or thickness can be formed. Sets with resilient,&nbsp;non-brittle hardness.",{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfsjp.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",,"[{""sku"": ""2802010"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2802035"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}]",[],mixed,2026-06-27T05:42:18.848458+00:00
PFSMW,Coe-Pak Automix NDS,PFSMW,PFSMW,GC America,Periodontal dressings > GC America,Sutures & surgical products,https://www.safcodental.com/product/coe-pak-trade-automix-nds,81.99,USD,,in_stock,"Non-eugenol surgical dressing and periodontal pack that has no burning sensation, no unpleasant taste, no disagreeable odor and offers proven protection to surgical sites. Extremely pliable and cohesive; ropes of any length or thickness can be formed. Sets with resilient, non-brittle hardness.",{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfsmw.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",,"[{""sku"": ""2802603"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2807145"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}]",[],mixed,2026-06-27T05:42:18.853142+00:00
PFVJJ,Coldstar Disposable Instant Non-Insulated Cold Pack,PFVJJ,PFVJJ,Coldstar,Cold packs > Coldstar,Sutures & surgical products,https://www.safcodental.com/product/coldstar-disposable-instant-non-insulated-cold-pack,20.99,USD,,in_stock,"Use in first aid treatment of: Bumps and Bruises, Sprains, Fractures, Minor Burns, Snake Bites, Insect Bites, Minor Bleeding, Nosebleeds, Headaches, Toothaches, Fever, Backaches, Sunstroke, Dislocations, Fatigue, Itching, Cramping, etc.

Squeeze, Shake, Apply
Instantly Cold
FDA Approved
Superior Quality
Reaches therapeutic controlled temp every time
Safe
Time saving
Provides maximum efficiency
Non smear print
Made in the USA",{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfvjj.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",,"[{""sku"": ""5106382"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""5106383"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""5106384"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""5106385"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""5106386"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}]",[],mixed,2026-06-27T05:42:18.859112+00:00
PFWCC,CollaShield Collagen Membrane,PFWCC,PFWCC,Surgical Esthetics,Bone grafting tissue augmentation > Surgical Esthetics,Sutures & surgical products,https://www.safcodental.com/product/collashield-trade-collagen-membrane,128.99,USD,,in_stock,"Fully resorbable (16 weeks) purified porcine Type-I peritoneum membrane for osteogenesis during extraction socket preservation, ridge augmentation, periodontal defect repair or other grafting procedures.
Common uses:

Extraction ridge preservation.
Periodontal defect repair.
Vertical and horizontal ridge augmentation.
Bone regeneration around teeth and implants.
Sinus augmentation.
Membrane technique utilizing tacks.

&nbsp;Features and benefits:

Highly purified porcine peritoneum tissue.
Excellent biocompatibility.
Easily trimmed and adapted to defect site.
Mechanically strong, yet drapable.
Fully absorbable.
Cell occlusive - inhibits undesired epithelial ingrowth.
Can be tacked or sutured in place.",{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfwcc.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",,"[{""sku"": ""6130050"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""6130053"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""6130056"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}]",[],mixed,2026-06-27T05:42:18.863985+00:00
PFWVG,DentalProX VeraGraft Dental Powder,PFWVG,PFWVG,DentalProX,Bone grafting tissue augmentation > DentalProX,Sutures & surgical products,https://www.safcodental.com/product/dentalprox-veragraft-trade-dental-powder,28.99,USD,,in_stock,"Safe alternative to an autograft with no need for a second surgical site
Osteoconductive
Used for volumetric enhancement, space maintenance, and faster remodeling
Sterile ground dental powder is available in cortical, cancellous and a cortical/cancellous mix.&nbsp;
Validated to a sterility assurance level (SAL) of 10(-6) in accordance with ISO 11137-2 Method 1.",{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfwvg.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",,"[{""sku"": ""3257147"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3257148"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3257149"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3257150"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3257151"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3257152"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3257153"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3257154"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3257155"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3257156"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3257157"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3257158"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3257159"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}]",[],mixed,2026-06-27T05:42:18.868714+00:00
PFLSE,Disposable scalpels,PFLSE,PFLSE,Queens Surgical,Surgical blades and scalpels > Queens Surgical,Sutures & surgical products,https://www.safcodental.com/product/disposable-scalpels,9.49,USD,,in_stock,Sterile disposable scalpel; plastic handle with stainless steel blade.,{},"[""https://www.safcodental.com/media/catalog/product/p/f/pflse.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",,"[{""sku"": ""3440127"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3440133"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3440145"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3440156"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}]",[],mixed,2026-06-27T05:42:18.873633+00:00
PFLUG,Disposable scalpels - Bard-Parker (BD),PFLUG,PFLUG,Bard-Parker,Surgical blades and scalpels > Bard-Parker,Sutures & surgical products,https://www.safcodental.com/product/disposable-scalpels-bard-parker-bd,17.99,USD,,in_stock,"Sterile disposable scalpel with a stainless steel blade.&nbsp;Intended for tissue separation, and other procedures that require a sharp surgical blade to puncture or cut.
Offers the superior cutting advantages of stainless steel technology.

Consistent sharpness, control and strength.
Uniquely packaged for safety and ease of use.
Sterile.
Not made with natural rubber latex",{},"[""https://www.safcodental.com/media/catalog/product/p/f/pflug.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",,"[{""sku"": ""3381410"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3381422"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3381458"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}]",[],mixed,2026-06-27T05:42:18.878325+00:00
PFLUN,Disposable scalpels - Integra Miltex,PFLUN,PFLUN,Integra Miltex,Surgical blades and scalpels > Integra Miltex,Sutures & surgical products,https://www.safcodental.com/product/disposable-scalpels-integra-miltex,18.99,USD,,in_stock,Sterile disposable scalpel; plastic handle with a stainless steel blade. Razor&nbsp;sharp for superior cutting and a clean incision.,{},"[""https://www.safcodental.com/media/catalog/product/p/f/pflun.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",,"[{""sku"": ""3274102"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3274104"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3274106"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3274108"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}]",[],mixed,2026-06-27T05:42:18.882793+00:00
PFEHV,Ethicon sutures,PFEHV,PFEHV,Ethicon,Sutures > Ethicon,Sutures & surgical products,https://www.safcodental.com/product/ethicon-sutures,120.99,USD,,in_stock,"Ethicon sutures are made of strong, sharp micrograin stainless steel. An exclusive Ethicon process yields the ideal balance between ductility and resistance to bending. Seamless swaging produces a needle diameter that closely matches the diameter&nbsp;of the attached suture. A micro-thin, super-smooth finish allows the needle to&nbsp;penetrate and pass through the tissue with an almost fluid-like flow.
&nbsp;
For&nbsp;Ethicon Sutures Chart along with additional information,&nbsp;click here.",{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfehv.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",,"[{""sku"": ""2580001"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580002"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580004"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580008"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580010"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580014"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580019"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580022"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580026"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580036"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580038"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580057"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580058"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580060"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580062"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580070"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580071"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580073"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580080"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580081"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580082"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580084"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580085"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580086"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580089"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580090"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580094"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2580096"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2588383"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2588384"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2588385"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2588386"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2588387"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2588388"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2588389"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2588390"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2588391"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""2588392"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}]",[],mixed,2026-06-27T05:42:18.888866+00:00
PFLVV,Feather Microsurgical Blades,PFLVV,PFLVV,J. Morita,Surgical blades and scalpels > J. Morita,Sutures & surgical products,https://www.safcodental.com/product/feather-sup-reg-nbsp-sup-microsurgical-blades,89.99,USD,,in_stock,"Advanced instrument system of interchangeable blades and handles.

Ultra-sharp, retains cutting efficiency.
Ideal for microsurgery &amp; use with a microscope.
Optimal shapes &amp; blade thickness.
Small tips for surgical precision.
Variety of applications including periodontal &amp; regenerative surgery.
Multiple handle designs.
Made of high-quality stainless steel
All blades are gamma-sterilized and can be used immediately after opening the package.&nbsp;",{},"[""https://www.safcodental.com/media/catalog/product/p/f/pflvv.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",,"[{""sku"": ""3435243"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3435263"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3435264"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3435265"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}]",[],mixed,2026-06-27T05:42:18.893276+00:00
PFWEG,Foundation,PFWEG,PFWEG,J. Morita,Bone grafting tissue augmentation > J. Morita,Sutures & surgical products,https://www.safcodental.com/product/foundation-trade,409.49,USD,,in_stock,"A collagen-based bone&nbsp;augmentation material that&nbsp;is placed into the socket&nbsp;immediately following an&nbsp;extraction to provide support&nbsp;for implants, bridges, and&nbsp;dentures.

Promotes bone growth after tooth extraction, allowing implants to be placed in as early as 8 weeks.
The surrounding&nbsp;cells and capillaries gradually&nbsp;infiltrate; as the extraction socket heals, it&nbsp;becomes filled with new augmented bone.
Easy-to-place, &ldquo;bullet-shaped&rdquo;&nbsp;pellets are individually packaged in sterile containers.",{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfweg.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",,"[{""sku"": ""3430614"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3430626"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}, {""sku"": ""3430635"", ""pack_size"": null, ""price"": null, ""availability"": ""unknown""}]",[],mixed,2026-06-27T05:42:18.897667+00:00
